과정제공기관,과정명,교육시작일자,교육종료일자
산업안전보건교육원,감정노동 및 직무스트레스관리,2017-09-19,2017-09-22
법제처,국가계약 관계 법령의 이해,2017-09-19,2017-09-19
고용노동연수원,조직가치 Jump Up,2017-09-20,2017-09-22
국가공무원인재개발원,VBA를 활용한 SW코딩,2017-09-20,2017-09-22
감사교육원,회계전문심화과정(계약업무반),2017-09-20,2017-09-22
산업안전보건교육원,연구실험실 안전과정,2017-09-20,2017-09-22
통계교육원,스마트 문서편집,2017-09-20,2017-09-22
고용노동연수원,노동시장의이해과정(서울권역현장방문교육),2017-09-21,2017-09-22
청렴연수원,신규자 청렴역량 함양,2017-09-21,2017-09-22
한국양성평등교육진흥원,성희롱고충상담원 전문과정,2017-09-21,2017-09-22
산업안전보건교육원,전기안전 기초실무과정,2017-09-25,2017-09-27
통계교육원,SAS 통계처리 소프트웨어,2017-09-25,2017-09-26
고용노동부,"(본부 직장교육)2017년 성희롱 ,성폭력 예방교육",2017-09-25,2017-09-25
고용노동부,2017 건강한 일터를 위한 성희롱 예방교육,2017-09-25,2017-09-29
산업안전보건교육원,사업장 안전심리코칭 자격,2017-09-25,2017-09-29
고용노동연수원,실용글쓰기과정(중부권역현장방문교육),2017-09-25,2017-09-26
